"","wage","educ","exper","tenure","nonwhite","female","married","numdep","smsa","northcen","south","west","construc","ndurman","trcommpu","trade","services","profserv","profocc","clerocc","servocc"
"284",8.5,8,38,26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"285",3.75,12,18,0,0,1,1,4,1,1,0,0,0,0,0,0,0,1,0,1,0
"286",3.15000009536743,12,26,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"287",5,8,45,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"288",6.46000003814697,12,27,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"289",2,9,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1
"290",4.78999996185303,12,41,8,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"291",5.78000020980835,16,11,4,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0
"292",3.1800000667572,12,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
"293",4.67999982833862,16,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"294",4.09999990463257,12,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
"295",2.91000008583069,12,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"296",6,13,21,13,0,0,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0
"297",3.59999990463257,10,34,26,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"298",3.95000004768372,6,49,6,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0
"299",7,12,6,5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"300",3,12,26,9,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"301",6.07999992370605,16,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"302",8.63000011444092,12,23,9,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"303",3,8,33,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"304",3.75,12,5,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
"305",2.90000009536743,6,49,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"306",3,4,48,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"307",6.25,11,35,31,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"308",3.5,11,23,2,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
"309",3,7,26,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1
"310",3.24000000953674,12,16,0,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0
"311",8.02000045776367,18,23,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0
"312",3.32999992370605,12,36,8,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
"313",5.25,16,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"314",6.25,12,10,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0
"315",3.5,14,18,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"316",2.95000004768372,12,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"317",3,10,7,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1
"318",4.69000005722046,10,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"319",3.73000001907349,9,33,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"320",4,10,34,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"321",4,12,8,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0
"322",2.90000009536743,12,17,1,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"323",3.04999995231628,12,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
"324",5.05000019073486,10,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
"325",13.9499998092651,16,41,16,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
"326",18.1599998474121,16,35,28,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
"327",6.25,16,11,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"328",5.25,12,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
"329",4.78999996185303,12,12,3,0,1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0
"330",3.34999990463257,7,35,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"331",3,8,33,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"332",8.43000030517578,16,8,6,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"333",5.69999980926514,16,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"334",11.9799995422363,18,8,10,0,0,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0
"335",3.5,13,29,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"336",4.23999977111816,10,14,5,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"337",7,16,26,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0
"338",6,14,11,3,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0
"339",12.2200002670288,16,10,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
"340",4.5,12,13,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"341",3,9,23,20,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
"342",2.90000009536743,11,1,2,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1
"343",15,11,35,31,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"344",4,12,5,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"345",5.25,11,13,11,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
"346",4,12,22,3,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0
"347",3.29999995231628,12,21,9,0,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0
"348",5.05000019073486,12,19,0,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,1,0
"349",3.57999992370605,12,13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"350",5,14,15,5,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0
"351",4.57000017166138,14,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"352",12.5,18,6,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
"353",3.45000004768372,12,6,5,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
"354",4.63000011444092,12,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
"355",10,12,31,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"356",2.92000007629395,11,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"357",4.51000022888184,12,5,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"358",6.5,17,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"359",7.5,16,11,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"360",3.53999996185303,13,6,7,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"361",4.19999980926514,13,11,3,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0
"362",3.50999999046326,12,7,2,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"363",4.5,14,5,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
"364",3.34999990463257,14,5,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"365",2.91000008583069,11,2,2,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1
"366",5.25,10,44,7,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"367",4.05000019073486,8,44,25,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"368",3.75,14,13,0,0,1,1,3,1,1,0,0,0,0,0,1,0,0,0,1,0
"369",3.40000009536743,12,26,15,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
"370",3,10,2,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
"371",6.28999996185303,17,10,3,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0
"372",2.53999996185303,9,2,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
"373",4.5,12,35,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
"374",3.13000011444092,12,6,5,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
"375",6.3600001335144,14,8,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"376",4.67999982833862,16,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"377",6.80000019073486,12,14,10,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
"378",8.52999973297119,10,14,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"379",4.17000007629395,0,22,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"380",3.75,14,8,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"381",11.1000003814697,15,1,4,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0
"382",3.25999999046326,16,15,5,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0
"383",9.13000011444092,12,14,12,0,0,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0
"384",4.5,11,37,10,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0
"385",3,11,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
"386",8.75,12,4,4,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
"387",4.1399998664856,13,29,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
"388",2.86999988555908,12,45,8,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"389",3.34999990463257,13,22,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0
"390",6.07999992370605,16,42,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"391",3,15,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"392",4.19999980926514,16,8,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
"393",5.59999990463257,15,31,15,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1
"394",10,12,24,24,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"395",12.5,18,16,5,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
"396",3.75999999046326,6,6,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"397",3.09999990463257,6,14,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,1,0
"398",4.28999996185303,12,47,25,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0
"399",10.9200000762939,12,34,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"400",7.5,16,6,2,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0
"401",4.05000019073486,9,7,4,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"402",4.65000009536743,12,27,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1
"403",5,11,24,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"404",2.90000009536743,10,18,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0
"405",8,12,12,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"406",8.43000030517578,8,27,3,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0
"407",2.92000007629395,9,49,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"408",6.25,17,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"409",6.25,16,24,2,0,1,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0
"410",5.1100001335144,11,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"411",4,10,2,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
"412",4.44000005722046,8,29,11,0,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0
"413",6.88000011444092,13,34,21,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"414",5.42999982833862,14,10,3,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
"415",3,13,5,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
"416",2.90000009536743,11,2,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0
"417",6.25,7,39,21,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"418",4.34000015258789,16,5,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
"419",3.25,12,14,2,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0
"420",7.26000022888184,13,8,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"421",6.34999990463257,14,10,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0
"422",5.63000011444092,16,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"423",8.75,14,9,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"424",3.20000004768372,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"425",3,8,45,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426",3,14,33,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"427",12.5,17,21,18,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0
"428",2.88000011444092,10,2,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0
"429",3.34999990463257,12,9,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"430",6.5,12,33,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"431",10.3800001144409,18,16,2,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
"432",4.5,14,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"433",10,18,9,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"434",3.80999994277954,12,8,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1
"435",8.80000019073486,16,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"436",9.42000007629395,14,23,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0
"437",6.32999992370605,12,23,8,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0
"438",4,9,22,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"439",2.90000009536743,12,37,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"440",20,12,22,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"441",11.25,17,28,25,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"442",3.5,12,14,0,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
"443",6,15,19,4,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1
"444",14.3800001144409,17,10,9,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"445",6.3600001335144,16,25,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
"446",3.54999995231628,12,21,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"447",3,15,32,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
"448",4.5,16,21,10,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
"449",6.63000011444092,12,36,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
"450",9.30000019073486,15,2,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"451",3,12,11,0,0,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0
"452",3.25,12,40,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"453",1.5,12,11,1,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1
"454",5.90000009536743,12,9,7,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"455",8,16,23,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"456",2.90000009536743,11,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
"457",3.28999996185303,14,30,13,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"458",6.5,14,41,33,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"459",4,13,6,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
"460",6,14,11,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"461",4.07999992370605,12,43,17,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
"462",3.75,12,39,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"463",3.04999995231628,8,50,24,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"464",3.5,12,26,20,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"465",2.92000007629395,3,51,30,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
"466",4.5,11,3,9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"467",3.34999990463257,15,3,1,0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0
"468",5.94999980926514,11,15,9,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"469",8,12,17,6,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0
"470",3,4,36,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"471",5,9,31,9,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0
"472",5.5,12,9,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"473",2.65000009536743,12,42,10,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"474",3,11,3,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0
"475",4.5,12,37,14,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"476",17.5,16,23,22,0,0,1,3,1,0,0,1,0,0,0,1,0,0,1,0,0
"477",8.18000030517578,13,21,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"478",9.09000015258789,15,11,12,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
"479",11.8199996948242,16,35,13,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"480",3.25,12,42,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"481",4.5,12,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"482",4.5,12,13,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"483",3.71000003814697,9,14,7,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
"484",6.5,10,14,11,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0
"485",2.90000009536743,12,39,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"486",5.59999990463257,11,11,8,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0
"487",2.23000001907349,8,28,3,0,0,1,4,0,0,1,0,0,0,0,0,0,1,1,0,0
"488",5,6,18,0,0,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,1
"489",8.32999992370605,16,6,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"490",2.90000009536743,12,26,1,0,1,0,4,1,0,1,0,0,0,0,1,0,0,0,1,0
"491",6.25,12,21,6,0,0,1,3,1,0,1,0,0,0,0,1,0,0,1,0,0
"492",4.55000019073486,16,34,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"493",3.27999997138977,12,17,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"494",2.29999995231628,10,2,0,0,1,0,4,1,1,0,0,0,0,0,1,0,0,0,0,1
"495",3.29999995231628,13,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"496",3.15000009536743,13,1,0,0,1,0,4,1,1,0,0,0,0,1,0,0,0,0,1,0
"497",12.5,14,40,30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"498",5.15000009536743,16,39,21,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"499",3.13000011444092,10,1,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1
"500",7.25,12,14,5,0,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0
"501",2.90000009536743,12,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"502",1.75,11,2,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1
"503",2.89000010490417,0,42,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"504",2.90000009536743,5,34,0,0,1,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0
"505",17.7099990844727,16,10,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0
"506",6.25,16,4,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"507",2.59999990463257,9,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"508",6.63000011444092,15,21,3,0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0
"509",3.5,12,31,3,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
"510",6.5,12,20,14,0,0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0
"511",3,12,36,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"512",4.38000011444092,13,7,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"513",10,12,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"514",4.94999980926514,7,25,17,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0
"515",9,17,7,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0
"516",1.42999994754791,12,17,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"517",3.07999992370605,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"518",9.32999992370605,14,12,11,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0
"519",7.5,12,18,5,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0
"520",4.75,13,47,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"521",5.65000009536743,12,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"522",15,16,14,2,0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0
"523",2.26999998092651,10,2,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0
"524",4.67000007629395,15,13,18,0,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0
"525",11.5600004196167,16,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"526",3.5,14,5,4,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0
